Origin;Transport Mode;Indicator;Footnoote;Missing value notes;Value
LDCs (Least developed countries);Other modes;Transport_expenditure_US_Value;Experimental;;21457744.46
LDCs (Least developed countries);Subtotal: air, sea, rail, road;Transport_expenditure_US_Value;Experimental;;256970619.59
LDCs (Least developed countries);Multimodal adjustment;Transport_expenditure_US_Value;Absolute zero;;0.0
LDCs: Africa;All modes;Transport_expenditure_US_Value;Experimental;;242947110.45
LDCs: Africa;Subtotal: air, sea, rail, road;Transport_expenditure_US_Value;Experimental;;232306936.12
LDCs: Africa;Road;Transport_expenditure_US_Value;Experimental;;15592699.65
LLDCs (Landlocked developing countries);Other modes;Transport_expenditure_US_Value;Experimental;;1134172.86
SIDS (Small island developing States) (UN-OHRLLS);Subtotal: air, sea, rail, road;Transport_expenditure_US_Value;Experimental;;211999951.02
SIDS (Small island developing States) (UN-OHRLLS);Railway;Transport_expenditure_US_Value;Experimental;;2712730.25
SIDS: Atlantic and Indian Ocean;Sea;Transport_expenditure_US_Value;Experimental;;113582149.52
SIDS: Caribbean;All modes;Transport_expenditure_US_Value;Experimental;;5337993.24
SIDS: Caribbean;Air;Transport_expenditure_US_Value;Experimental;;578408.11
SIDS: Pacific;Subtotal: air, sea, rail, road;Transport_expenditure_US_Value;Experimental;;55374383.97
Low-income developing economies;Other modes;Transport_expenditure_US_Value;Experimental;;21809236.59
Low-income developing economies;Air;Transport_expenditure_US_Value;Experimental;;14896534.08
Middle-income developing economies;Air;Transport_expenditure_US_Value;Experimental;;172253989.92
Middle-income developing economies;Sea;Transport_expenditure_US_Value;Experimental;;750195159.87
Middle-income developing economies;Railway;Transport_expenditure_US_Value;Experimental;;85647698.88
High-income developing economies;Other modes;Transport_expenditure_US_Value;Experimental;;436164088.18
High-income developing economies;Road;Transport_expenditure_US_Value;Experimental;;723241324.67
High-income developing economies;Multimodal adjustment;Transport_expenditure_US_Value;Absolute zero;;0.0
BRICS;Other modes;Transport_expenditure_US_Value;Experimental;;301426602.72
BRICS;Air;Transport_expenditure_US_Value;Experimental;;1074472629.21
BRICS;Sea;Transport_expenditure_US_Value;Experimental;;1282581420.36
G20 (Group of Twenty);Sea;Transport_expenditure_US_Value;Experimental;;3686010170.56
G-77 (Group of 77);All modes;Transport_expenditure_US_Value;Experimental;;5691185673.09
OECD (Organisation for Economic Cooperation and Development);All modes;Transport_expenditure_US_Value;Experimental;;3887919477.55
Afghanistan;Sea;FOB_value_US_in_thousands_Value;Experimental;;7231.0
Afghanistan;Road;FOB_value_US_in_thousands_Value;Experimental;;18680.0
Algeria;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;32161.0
Andorra;Other modes;FOB_value_US_in_thousands_Value;Experimental;;34.0
Angola;Railway;FOB_value_US_in_thousands_Value;Experimental;;10.0
Angola;Road;FOB_value_US_in_thousands_Value;Experimental;;26.0
Antigua and Barbuda;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;0.0
Antigua and Barbuda;Sea;FOB_value_US_in_thousands_Value;Experimental;;0.0
Armenia;Other modes;FOB_value_US_in_thousands_Value;Experimental;;30.0
Australia;Sea;FOB_value_US_in_thousands_Value;Experimental;;957635.0
Austria;Sea;FOB_value_US_in_thousands_Value;Experimental;;142774.0
Austria;Railway;FOB_value_US_in_thousands_Value;Experimental;;98733.0
Azerbaijan;All modes;FOB_value_US_in_thousands_Value;Experimental;;3463.0
Azerbaijan;Railway;FOB_value_US_in_thousands_Value;Experimental;;574.0
Bahrain;Other modes;FOB_value_US_in_thousands_Value;Experimental;;82973.0
Bahrain;Road;FOB_value_US_in_thousands_Value;Experimental;;978411.0
Bangladesh;Railway;FOB_value_US_in_thousands_Value;Experimental;;127375.0
Barbados;Sea;FOB_value_US_in_thousands_Value;Experimental;;22.0
Belarus;Sea;FOB_value_US_in_thousands_Value;Experimental;;2197.0
Belarus;Road;FOB_value_US_in_thousands_Value;Experimental;;3216.0
Belgium;Railway;FOB_value_US_in_thousands_Value;Experimental;;445442.0
Belize;Multimodal adjustment;FOB_value_US_in_thousands_Value;;Not available or not separately reported;
Benin;Sea;FOB_value_US_in_thousands_Value;Experimental;;637.0
Bermuda;Other modes;FOB_value_US_in_thousands_Value;Experimental;;9.0
Bolivia (Plurinational State of);Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;432.0
Bolivia (Plurinational State of);Air;FOB_value_US_in_thousands_Value;Experimental;;77.0
Bosnia and Herzegovina;Road;FOB_value_US_in_thousands_Value;Experimental;;13188.0
Botswana;All modes;FOB_value_US_in_thousands_Value;Experimental;;1.0
Botswana;Railway;FOB_value_US_in_thousands_Value;Experimental;;0.0
Botswana;Road;FOB_value_US_in_thousands_Value;Experimental;;0.0
Botswana;Multimodal adjustment;FOB_value_US_in_thousands_Value;Experimental;;0.0
Brazil;All modes;FOB_value_US_in_thousands_Value;Experimental;;2194636.0
British Indian Ocean Territory;Non-identified mode;FOB_value_US_in_thousands_Value;Experimental;;73.0
Brunei Darussalam;All modes;FOB_value_US_in_thousands_Value;Experimental;;361.0
Bulgaria;Other modes;FOB_value_US_in_thousands_Value;Experimental;;15551.0
Bulgaria;Road;FOB_value_US_in_thousands_Value;Experimental;;108129.0
Burundi;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;184.0
Burundi;Multimodal adjustment;FOB_value_US_in_thousands_Value;Experimental;;-144.0
Cabo Verde;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;1.0
Cambodia;Air;FOB_value_US_in_thousands_Value;Experimental;;10496.0
Cambodia;Sea;FOB_value_US_in_thousands_Value;Experimental;;4873.0
Cameroon;All modes;FOB_value_US_in_thousands_Value;Experimental;;2984.0
Cameroon;Other modes;FOB_value_US_in_thousands_Value;Experimental;;329.0
Canada;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;457533.0
Cayman Islands;Other modes;FOB_value_US_in_thousands_Value;Experimental;;0.0
Cayman Islands;Multimodal adjustment;FOB_value_US_in_thousands_Value;;Not available or not separately reported;
Central African Republic;Other modes;FOB_value_US_in_thousands_Value;Experimental;;6.0
Central African Republic;Sea;FOB_value_US_in_thousands_Value;Experimental;;13.0
Chad;Multimodal adjustment;FOB_value_US_in_thousands_Value;Experimental;;-2171.0
Chile;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;66864.0
Chile;Multimodal adjustment;FOB_value_US_in_thousands_Value;;Not available or not separately reported;
China;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;24599547.0
China, Hong Kong SAR;Sea;FOB_value_US_in_thousands_Value;Experimental;;18303.0
China, Hong Kong SAR;Multimodal adjustment;FOB_value_US_in_thousands_Value;Experimental;;-176069.0
China, Macao SAR;All modes;FOB_value_US_in_thousands_Value;Experimental;;1363.0
China, Macao SAR;Sea;FOB_value_US_in_thousands_Value;Experimental;;123.0
China, Macao SAR;Multimodal adjustment;FOB_value_US_in_thousands_Value;Experimental;;-425.0
China, Taiwan Province of;Air;FOB_value_US_in_thousands_Value;Experimental;;308725.0
China, Taiwan Province of;Road;FOB_value_US_in_thousands_Value;Experimental;;316308.0
Colombia;Multimodal adjustment;FOB_value_US_in_thousands_Value;;Not available or not separately reported;
Congo;All modes;FOB_value_US_in_thousands_Value;Experimental;;750.0
Congo, Dem. Rep. of the;Other modes;FOB_value_US_in_thousands_Value;Experimental;;1549.0
Congo, Dem. Rep. of the;Sea;FOB_value_US_in_thousands_Value;Experimental;;70536.0
Costa Rica;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;48058.0
Cote d'Ivoire;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;5804.0
Cote d'Ivoire;Sea;FOB_value_US_in_thousands_Value;Experimental;;174.0
Cote d'Ivoire;Road;FOB_value_US_in_thousands_Value;Experimental;;5173.0
Cote d'Ivoire;Multimodal adjustment;FOB_value_US_in_thousands_Value;Experimental;;-4677.0
Croatia;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;40655.0
Croatia;Sea;FOB_value_US_in_thousands_Value;Experimental;;9022.0
Curacao;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;522.0
Cyprus;Other modes;FOB_value_US_in_thousands_Value;Experimental;;4932.0
Cyprus;Road;FOB_value_US_in_thousands_Value;Experimental;;8805.0
Cyprus;Multimodal adjustment;FOB_value_US_in_thousands_Value;;Not available or not separately reported;
Czechia;Multimodal adjustment;FOB_value_US_in_thousands_Value;Experimental;;-49870.0
Djibouti;Other modes;FOB_value_US_in_thousands_Value;Experimental;;293.0
Dominica;All modes;FOB_value_US_in_thousands_Value;Experimental;;7547.0
Dominica;Other modes;FOB_value_US_in_thousands_Value;Experimental;;1870.0
Dominican Republic;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;9756.0
Dominican Republic;Sea;FOB_value_US_in_thousands_Value;Experimental;;1168.0
Ecuador;All modes;FOB_value_US_in_thousands_Value;Experimental;;116608.0
Ecuador;Other modes;FOB_value_US_in_thousands_Value;Experimental;;53971.0
Ecuador;Air;FOB_value_US_in_thousands_Value;Experimental;;58780.0
Egypt;All modes;FOB_value_US_in_thousands_Value;Experimental;;3885278.0
Egypt;Other modes;FOB_value_US_in_thousands_Value;Experimental;;207171.0
Estonia;All modes;FOB_value_US_in_thousands_Value;Experimental;;86729.0
Estonia;Sea;FOB_value_US_in_thousands_Value;Experimental;;30142.0
Estonia;Railway;FOB_value_US_in_thousands_Value;Experimental;;12197.0
Ethiopia;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;215152.0
Ethiopia;Air;FOB_value_US_in_thousands_Value;Experimental;;4226.0
Falkland Islands (Malvinas);Other modes;FOB_value_US_in_thousands_Value;Experimental;;11.0
Fiji;All modes;FOB_value_US_in_thousands_Value;Experimental;;931.0
Fiji;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;876.0
Fiji;Sea;FOB_value_US_in_thousands_Value;Experimental;;876.0
Fiji;Multimodal adjustment;FOB_value_US_in_thousands_Value;;Not available or not separately reported;
Finland;Road;FOB_value_US_in_thousands_Value;Experimental;;239256.0
France;Other modes;FOB_value_US_in_thousands_Value;Experimental;;180499.0
France;Road;FOB_value_US_in_thousands_Value;Experimental;;1845920.0
France;Multimodal adjustment;FOB_value_US_in_thousands_Value;Experimental;;-678906.0
French Polynesia;Multimodal adjustment;FOB_value_US_in_thousands_Value;;Not available or not separately reported;
Gabon;Other modes;FOB_value_US_in_thousands_Value;Experimental;;208.0
Gambia;Other modes;FOB_value_US_in_thousands_Value;Experimental;;1.0
Gambia;Road;FOB_value_US_in_thousands_Value;Experimental;;11.0
Germany;Other modes;FOB_value_US_in_thousands_Value;Experimental;;268351.0
Germany;Air;FOB_value_US_in_thousands_Value;Experimental;;890139.0
Ghana;Air;FOB_value_US_in_thousands_Value;Experimental;;30.0
Gibraltar;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;70.0
Greece;Sea;FOB_value_US_in_thousands_Value;Experimental;;284740.0
Greenland;Other modes;FOB_value_US_in_thousands_Value;Experimental;;0.0
Grenada;Other modes;FOB_value_US_in_thousands_Value;Experimental;;1.0
Grenada;Multimodal adjustment;FOB_value_US_in_thousands_Value;;Not available or not separately reported;
Guatemala;Multimodal adjustment;FOB_value_US_in_thousands_Value;;Not available or not separately reported;
Guinea-Bissau;Multimodal adjustment;FOB_value_US_in_thousands_Value;;Not available or not separately reported;
Haiti;Other modes;FOB_value_US_in_thousands_Value;Experimental;;48.0
Hungary;Railway;FOB_value_US_in_thousands_Value;Experimental;;62287.0
Hungary;Multimodal adjustment;FOB_value_US_in_thousands_Value;Experimental;;-62287.0
Iceland;All modes;FOB_value_US_in_thousands_Value;Experimental;;1657.0
Iceland;Road;FOB_value_US_in_thousands_Value;Experimental;;723.0
India;Road;FOB_value_US_in_thousands_Value;Experimental;;3272403.0
Indonesia;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;1490471.0
Indonesia;Air;FOB_value_US_in_thousands_Value;Experimental;;121585.0
Iran (Islamic Republic of);Multimodal adjustment;FOB_value_US_in_thousands_Value;;Not available or not separately reported;
Iraq;Multimodal adjustment;FOB_value_US_in_thousands_Value;;Not available or not separately reported;
Italy;All modes;FOB_value_US_in_thousands_Value;Experimental;;4244959.0
Italy;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;3952300.0
Japan;All modes;FOB_value_US_in_thousands_Value;Experimental;;5580221.0
Jordan;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;1124837.0
Jordan;Road;FOB_value_US_in_thousands_Value;Experimental;;803148.0
Kazakhstan;Air;FOB_value_US_in_thousands_Value;Experimental;;559.0
Kazakhstan;Sea;FOB_value_US_in_thousands_Value;Experimental;;6337.0
Kazakhstan;Road;FOB_value_US_in_thousands_Value;Experimental;;32669.0
Kenya;Air;FOB_value_US_in_thousands_Value;Experimental;;2838.0
Kuwait;Multimodal adjustment;FOB_value_US_in_thousands_Value;;Not available or not separately reported;
Kyrgyzstan;All modes;FOB_value_US_in_thousands_Value;Experimental;;947.0
Lao People's Dem. Rep.;Other modes;FOB_value_US_in_thousands_Value;Experimental;;137.0
Lao People's Dem. Rep.;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;2416.0
Latvia;Air;FOB_value_US_in_thousands_Value;Experimental;;3061.0
Liberia;Railway;FOB_value_US_in_thousands_Value;Experimental;;2.0
Lithuania;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;83435.0
Lithuania;Air;FOB_value_US_in_thousands_Value;Experimental;;7451.0
Luxembourg;Other modes;FOB_value_US_in_thousands_Value;Experimental;;2682.0
Luxembourg;Air;FOB_value_US_in_thousands_Value;Experimental;;5802.0
Luxembourg;Sea;FOB_value_US_in_thousands_Value;Experimental;;12566.0
Malawi;All modes;FOB_value_US_in_thousands_Value;Experimental;;701.0
Malawi;Road;FOB_value_US_in_thousands_Value;Experimental;;552.0
Malaysia;Multimodal adjustment;FOB_value_US_in_thousands_Value;Experimental;;-168001.0
Maldives;Sea;FOB_value_US_in_thousands_Value;Experimental;;16.0
Maldives;Multimodal adjustment;FOB_value_US_in_thousands_Value;;Not available or not separately reported;
Mali;Air;FOB_value_US_in_thousands_Value;Experimental;;0.0
Malta;All modes;FOB_value_US_in_thousands_Value;Experimental;;60935.0
Malta;Air;FOB_value_US_in_thousands_Value;Experimental;;1830.0
Marshall Islands;Subtotal: air, sea, rail, road;FOB_value_US_in_thousands_Value;Experimental;;2.0
Mauritania;Air;FOB_value_US_in_thousands_Value;Experimental;;12.0
Mexico;Air;FOB_value_US_in_thousands_Value;Experimental;;357273.0
Micronesia (Federated States of);All modes;FOB_value_US_in_thousands_Value;Experimental;;4.0
Moldova, Republic of;Air;FOB_value_US_in_thousands_Value;Experimental;;334.0
Moldova, Republic of;Road;FOB_value_US_in_thousands_Value;Experimental;;32139.0
Mongolia;Road;FOB_value_US_in_thousands_Value;Experimental;;23.0
Montenegro;Railway;FOB_value_US_in_thousands_Value;Experimental;;3.0
Montserrat;Multimodal adjustment;FOB_value_US_in_thousands_Value;;Not available or not separately reported;
Morocco;Railway;FOB_value_US_in_thousands_Value;Experimental;;24840.0
Mozambique;All modes;FOB_value_US_in_thousands_Value;Experimental;;2788.0
Mozambique;Sea;FOB_value_US_in_thousands_Value;Experimental;;114.0
